order_item_id,order_id,product_id,quantity,unit_price,discount
222,93,9,2,66.57,0.0
223,94,277,1,437.32,0.0
224,94,109,2,59.23,0.0
225,95,186,1,290.81,0.0
226,95,143,1,421.93,0.0
227,96,117,1,567.69,0.1
228,97,4,1,17.97,0.05
229,97,128,1,686.4,0.0
230,97,208,3,260.07,0.0
231,98,190,1,707.42,0.05
232,98,191,1,457.7,0.1
233,99,2,1,807.37,0.0
234,99,264,1,16.2,0.0
235,100,47,1,513.39,0.0
236,100,7,1,357.42,0.1
237,101,56,-1,186.07,0.05
238,101,101,1,488.42,0.0
239,101,28,1,749.19,0.0
240,101,25,2,282.92,0.0
241,102,101,1,488.42,0.0
242,103,255,1,249.2,0.0
244,103,102,-1,396.98,0.1
245,104,224,2,23.12,0.0
246,104,181,1,37.18,0.0
247,104,244,1,263.25,0.0
248,104,213,1,111.83,0.0
249,105,249,1,682.27,0.0
250,106,283,1,680.49,0.05
251,107,34,1,399.8,0.0
252,107,257,1,8.4,0.0
253,107,255,3,249.2,0.0
254,108,225,1,939.11,0.1
255,109,77,1,103.53,0.0
256,109,246,1,574.84,0.0
257,109,166,1,278.38,0.0
258,109,264,1,16.2,0.0
259,109,59,-1,287.12,0.0
260,110,240,1,555.47,0.0
261,111,15,1,536.46,0.05
262,111,280,3,121.8,0.1
263,111,293,1,709.48,0.0
264,111,300,1,133.29,0.0
265,112,261,1,429.63,0.1
266,112,280,3,121.8,0.15
267,112,71,1,362.18,0.0
268,112,183,1,942.96,0.05
269,112,226,-1,211.98,0.0
270,113,24,1,696.97,0.0
271,114,207,1,518.71,0.05
272,115,85,1,530.7,0.0
273,116,26,1,259.69,0.0
274,116,61,1,512.76,0.1
275,116,217,1,479.18,0.0
276,117,284,1,228.9,0.0
277,117,55,2,395.52,0.0
278,117,204,1,578.66,0.05
279,118,136,3,974.39,0.0
280,118,262,1,214.85,0.0
281,119,183,1,942.96,0.0
282,120,294,3,141.94,0.1
283,120,205,1,367.74,0.0
284,121,270,1,1160.3575,0.0
285,122,58,1,87.55,0.1
286,122,184,1,278.4,0.2
287,122,84,-1,43.2,0.15
288,122,56,1,186.07,0.0
289,122,1,1,433.54,0.2
290,123,12,3,156.75,0.0
291,123,155,1,607.36,0.0
292,124,141,1,251.45,0.0
293,124,33,1,217.73,0.05
294,124,34,2,399.8,0.0
295,125,237,2,335.88,0.0
296,125,227,1,192.19,0.0
297,125,116,2,862.37,0.05
298,125,193,3,351.11,0.0
299,126,160,3,150.1,0.0
300,126,47,1,513.39,0.0
301,127,93,1,98.57,0.05
302,127,185,1,582.19,0.15
303,127,23,1,235.35,0.0
304,128,107,1,963.92,0.0
305,128,65,1,460.75,0.0
306,128,29,1,103.82,0.0
307,129,129,1,492.47,0.0
308,129,193,1,351.11,0.0
309,129,286,1,47.93,0.0
310,129,168,2,649.6,0.0
311,129,160,1,150.1,0.1
312,130,158,2,282.03,0.2
313,130,260,2,619.66,0.0
314,131,95,2,711.68,0.0
315,131,56,1,186.07,0.0
316,131,118,3,611.17,0.0
317,131,218,1,127.17,0.0
318,132,243,1,746.93,0.0
319,132,35,1,425.48,0.0
320,132,52,1,12.48,0.15
321,133,4,2,17.97,0.2
322,133,243,1,746.93,0.2
323,133,254,-1,286.86,0.0
324,133,89,1,247.06,0.15
325,133,7,3,357.42,0.0
326,134,57,3,510.39,0.0
327,135,198,2,266.02,0.0
328,136,264,1,16.2,0.0
329,136,120,1,146.96,0.15
330,136,138,1,54.35,0.05
331,136,157,1,701.5,0.0
332,136,75,2,299.66,0.1
333,137,276,1,341.21,0.05
334,138,125,1,584.13,0.05
335,138,86,1,443.6,0.0
336,138,285,1,667.54,0.05
337,139,35,1,425.48,0.0
338,140,118,1,611.17,0.0
339,141,7,1,357.42,0.15
340,141,54,1,679.71,0.05
341,141,243,1,746.93,0.0
342,141,218,1,127.17,0.0
343,142,108,2,378.75,0.15
344,142,244,1,263.25,0.0
345,142,283,1,680.49,0.05
346,143,234,3,486.72,0.0
347,144,218,-1,127.17,0.0
348,144,32,1,338.4,0.2
349,145,130,1,454.11,0.0
350,145,277,1,437.32,0.0
351,145,138,1,54.35,0.0
352,146,291,2,19.78,0.0
353,147,291,1,19.78,0.0
354,147,26,1,259.69,0.0
355,147,75,1,299.66,0.1
356,147,118,1,611.17,0.0
357,147,268,1,23.79,0.0
358,148,247,1,708.26,0.0
359,148,152,1,910.86,0.0
360,148,32,3,338.4,0.0
361,148,164,1,446.58,0.05
362,149,282,1,280.61,0.0
363,149,162,2,126.53,0.1
364,149,102,1,396.98,0.2
365,150,195,1,132.26,0.0
366,150,24,1,696.97,0.2
367,150,217,1,479.18,0.0
368,150,202,3,514.85,0.0
369,150,47,1,513.39,0.15
370,151,138,2,54.35,0.0
371,152,281,1,146.98,0.0
372,152,291,1,19.78,0.0
373,153,285,1,667.54,0.05
374,153,271,-1,756.22,0.05
375,154,186,1,290.81,0.0
376,154,194,1,222.76,0.0
377,155,268,1,23.79,0.1
378,155,8,1,295.82,0.0
379,156,262,1,214.85,0.2
380,156,234,1,486.72,0.0
381,157,50,1,240.1,0.1
382,157,75,1,299.66,0.05
383,157,71,1,362.18,0.0
384,158,136,1,974.39,0.0
385,158,54,2,679.71,0.0
386,159,296,1,361.73,0.1
387,160,176,1,199.39,0.2
388,161,258,1,626.09,0.0
389,161,144,1,299.76,0.0
390,161,265,1,839.64,0.05
391,161,124,1,640.23,0.2
392,161,278,3,402.71,0.1
393,162,31,1,976.57,0.0
394,162,92,2,148.78,0.15
395,162,45,1,511.39,0.0
396,162,23,1,235.35,0.0
397,162,226,1,211.98,0.0
398,163,8,1,295.82,0.0
399,163,45,2,511.39,0.0
400,164,268,1,23.79,0.0
401,164,212,1,445.65,0.0
402,164,242,2,166.1,0.0
403,165,276,1,341.21,0.15
404,165,37,1,608.8,0.0
405,165,288,1,515.26,0.0
406,166,269,2,603.81,0.1
407,166,78,1,213.82,0.0
408,167,281,1,146.98,0.05
409,167,154,3,115.68,0.0
410,168,71,1,362.18,0.0
411,168,228,3,162.75,0.05
412,169,82,1,235.49,0.0
413,169,18,1,35.67,0.0
414,169,55,1,395.52,0.05
415,169,15,1,536.46,0.05
416,169,52,3,12.48,0.2
417,170,152,1,910.86,0.0
418,171,190,3,707.42,0.0
419,171,138,1,54.35,0.0
420,171,1,2,433.54,0.05
421,172,214,2,304.46,0.05
422,173,178,3,563.12,0.05
423,173,133,1,479.79,0.15
424,173,225,1,939.11,0.2
425,173,227,1,192.19,0.1
426,174,15,3,536.46,0.05
427,174,25,1,282.92,0.0
428,174,111,3,227.31,0.1
429,175,17,2,953.82,0.0
430,176,49,3,850.7,0.2
431,176,90,3,219.22,0.0
432,177,199,1,51.0,0.0
433,178,281,1,146.98,0.0
434,178,245,1,1160.3575,0.1
435,179,112,1,10.73,0.0
436,179,298,1,238.39,0.2
437,179,11,1,216.27,0.0
438,180,179,2,478.65,0.0
439,181,55,1,395.52,0.0
440,182,49,1,850.7,0.05
441,183,3,1,978.72,0.2
442,183,212,1,445.65,0.0
443,184,70,1,402.01,0.0
444,185,279,1,226.81,0.1
445,185,45,1,511.39,0.05
446,186,124,1,640.23,0.1
447,186,5,2,503.34,0.0
448,186,267,1,253.7,0.0
449,186,13,1,152.16,0.0
450,186,59,1,287.12,0.0
451,187,87,1,564.0,0.1
452,187,88,1,275.21,0.15
453,187,64,1,29.71,0.15
454,188,109,1,59.23,0.0
455,188,161,1,68.77,0.0
456,189,26,2,259.69,0.1
457,189,246,1,574.84,0.1
458,190,261,3,429.63,0.0
459,190,261,1,429.63,0.2
460,190,28,1,749.19,0.2
461,190,245,1,1160.3575,0.0
462,190,151,1,625.19,0.05
463,191,143,1,421.93,0.0
464,192,185,1,582.19,0.05
465,193,142,3,717.32,0.05
466,193,68,1,133.13,0.0
467,193,66,1,447.18,0.0
468,193,100,1,283.25,0.1
469,193,48,1,231.62,0.15
470,194,119,3,519.85,0.0
471,195,37,1,608.8,0.05
472,196,21,2,614.24,0.0
473,196,272,1,5.69,0.15
474,197,78,1,213.82,0.1
475,197,61,1,512.76,0.0
476,198,21,1,614.24,0.05
477,198,44,1,6.81,0.1
478,199,19,1,727.02,0.0
479,200,155,1,607.36,0.0
480,201,61,1,512.76,0.2
481,201,211,1,943.9,0.15
482,201,285,1,667.54,0.0
483,201,264,2,16.2,0.05
484,202,209,1,797.01,0.0
485,203,123,2,840.94,0.05
486,203,145,3,61.15,0.2
487,204,134,3,541.79,0.15
488,205,271,1,756.22,0.0
489,205,137,1,316.92,0.0
490,205,289,1,635.36,0.0
491,205,206,1,612.54,0.15
492,206,123,1,840.94,0.0
493,206,139,1,835.42,0.15
494,207,65,1,460.75,0.0
495,207,275,1,82.62,0.0
496,207,157,1,701.5,0.1
497,207,205,1,367.74,0.0
498,208,123,1,840.94,0.15
499,209,63,3,430.39,0.0
500,210,60,1,148.68,0.0
501,210,29,1,103.82,0.0
502,210,235,1,370.09,0.2
503,210,10,1,309.24,0.05
504,210,254,3,286.86,0.1
505,211,286,1,47.93,0.0
506,211,144,1,299.76,0.0
507,212,255,1,249.2,0.2
508,213,76,1,938.11,0.0
509,213,296,1,361.73,0.05
510,213,100,1,283.25,0.0
511,213,24,3,696.97,0.05
512,214,189,1,24.7,0.0
513,214,19,1,727.02,0.0
514,214,92,1,148.78,0.0
515,214,238,1,192.17,0.15
516,215,64,2,29.71,0.0
517,215,45,1,511.39,0.0
518,215,63,1,430.39,0.05
519,216,96,1,682.77,0.05
520,216,127,1,111.4,0.05
521,217,227,1,192.19,0.05
522,218,114,2,23.97,0.0
523,218,219,1,211.99,0.0
524,218,204,1,578.66,0.0
525,218,24,1,696.97,0.0
526,219,51,1,863.34,0.0
527,219,182,1,500.91,0.2
528,220,223,3,57.85,0.1
529,220,133,2,479.79,0.0
530,220,135,1,550.83,0.0
531,221,55,2,395.52,0.0
532,222,182,1,500.91,0.0
533,223,125,2,584.13,0.05
534,223,126,1,240.49,0.05
535,223,140,1,500.02,0.1
536,223,121,1,183.38,0.05
537,224,7,2,357.42,0.0
538,225,118,1,611.17,0.05
539,225,198,1,266.02,0.05
540,225,24,1,696.97,0.0
541,226,220,-1,475.38,0.0
542,226,176,1,199.39,0.0
543,227,281,1,146.98,0.1
544,228,82,1,235.49,0.0
545,228,255,1,249.2,0.05
546,229,221,3,704.75,0.05
547,229,291,1,19.78,0.0
548,229,268,1,23.79,0.0
549,230,95,1,711.68,0.05
550,230,15,1,536.46,0.0
551,230,272,1,5.69,0.0
552,230,181,1,37.18,0.05
553,230,293,3,709.48,0.05
554,231,97,1,628.48,0.0
555,232,82,1,235.49,0.0
556,233,234,2,486.72,0.0
558,233,26,1,259.69,0.0
559,234,153,1,530.38,0.0
560,234,46,1,397.56,0.0
561,235,209,1,797.01,0.0
562,236,290,1,908.96,0.0
563,236,41,1,376.48,0.05
564,236,71,1,362.18,0.0
565,236,26,1,259.69,0.0
566,236,92,1,148.78,0.0
567,237,41,2,376.48,0.05
568,238,212,1,445.65,0.0
569,238,135,2,550.83,0.15
570,238,114,1,23.97,0.0
571,238,157,1,701.5,0.0
572,239,231,1,410.59,0.0
573,240,115,1,251.88,0.0
574,241,268,1,23.79,0.15
575,241,81,1,779.01,0.0
576,242,246,2,574.84,0.0
577,243,242,2,166.1,0.0
578,243,20,1,548.49,0.0
579,244,115,1,251.88,0.1
580,244,183,1,942.96,0.1
581,244,237,1,335.88,0.0
582,245,242,3,166.1,0.0
583,246,185,1,582.19,0.0
584,247,278,1,402.71,0.0
585,248,128,1,686.4,0.0
586,249,231,1,410.59,0.0
587,250,161,1,68.77,0.15
588,251,46,1,397.56,0.2
589,251,147,1,517.03,0.0
590,251,155,1,607.36,0.0
591,251,275,2,82.62,0.1
592,252,174,1,864.84,0.1
593,252,82,1,235.49,0.0
594,253,294,-1,141.94,0.0
595,254,226,1,211.98,0.05
596,254,220,2,475.38,0.0
597,255,178,2,563.12,0.0
598,255,30,1,477.17,0.05
599,256,133,2,479.79,0.0
600,256,139,1,835.42,0.2
601,257,298,2,238.39,0.1
602,257,9,1,66.57,0.05
603,257,68,1,133.13,0.15
604,257,212,3,445.65,0.0
605,257,237,1,335.88,0.2
606,258,94,3,514.73,0.0
607,258,278,1,402.71,0.15
608,259,163,1,598.68,0.1
609,260,131,3,797.13,0.05
610,261,40,2,171.89,0.0
611,261,25,1,282.92,0.0
612,262,26,1,259.69,0.15
613,262,233,2,82.49,0.1
614,263,129,1,492.47,0.0
615,264,253,3,621.95,0.05
616,265,149,1,382.77,0.0
617,265,165,1,605.76,0.0
618,266,101,1,488.42,0.0
619,266,10,1,309.24,0.1
620,266,298,3,238.39,0.0
621,267,179,1,478.65,0.1
622,267,230,1,829.69,0.05
623,267,204,1,578.66,0.05
624,268,255,1,249.2,0.1
625,269,205,1,367.74,0.0
626,270,81,1,779.01,0.0
627,270,211,1,943.9,0.0
628,270,298,1,238.39,0.0
629,271,93,1,98.57,0.0
630,271,133,1,479.79,0.0
631,271,174,1,864.84,0.0
632,272,115,1,251.88,0.0
633,272,43,1,97.72,0.0
634,273,58,1,87.55,0.0
635,273,279,1,226.81,0.0
636,274,285,1,667.54,0.0
637,275,258,3,626.09,0.0
638,276,199,1,51.0,0.0
639,276,160,2,150.1,0.0
640,276,67,1,355.8,0.05
641,277,9,1,66.57,0.0
642,278,249,3,682.27,0.15
643,279,209,1,797.01,0.0
644,279,295,1,139.02,0.0
645,280,222,1,264.61,0.0
646,281,83,1,243.1,0.0
647,281,50,1,240.1,0.05
648,281,92,1,148.78,0.15
649,281,282,1,280.61,0.15
650,281,83,3,243.1,0.1
651,282,274,1,528.78,0.0
652,282,224,3,23.12,0.1
653,283,105,1,375.87,0.0
654,283,43,1,97.72,0.05
655,283,278,3,402.71,0.1
656,284,157,3,701.5,0.0
657,284,98,1,71.96,0.0
658,285,115,1,251.88,0.0
659,285,33,1,217.73,0.0
660,285,11,1,216.27,0.15
661,285,49,1,850.7,0.0
662,286,137,1,316.92,0.0
663,286,228,3,162.75,0.0
664,287,127,1,111.4,0.0
665,287,92,1,148.78,0.0
666,287,78,1,213.82,0.0
667,287,205,1,367.74,0.1
668,288,260,1,619.66,0.15
669,289,5,2,503.34,0.05
670,289,297,2,89.43,0.0
671,290,156,1,372.8,0.0
672,290,249,1,682.27,0.0
673,291,293,1,709.48,0.0
674,291,100,2,283.25,0.1
675,292,266,3,110.99,0.0
676,292,298,1,238.39,0.0
677,292,150,2,182.12,0.0
678,292,162,1,126.53,0.05
679,293,61,2,512.76,0.2
680,293,72,3,286.08,0.0
681,293,284,1,228.9,0.0
682,293,92,1,148.78,0.1
683,293,54,2,679.71,0.0
684,294,277,1,437.32,0.05
685,295,122,1,607.34,0.15
686,295,190,3,707.42,0.0
687,296,183,1,942.96,0.0
688,296,184,1,278.4,0.0
689,296,290,1,908.96,0.0
690,296,151,1,625.19,0.0
691,297,213,2,111.83,0.1
692,297,105,1,375.87,0.15
693,298,23,1,235.35,0.0
694,299,194,1,222.76,0.1
695,299,177,1,156.12,0.0
696,299,162,3,126.53,0.1
697,299,93,1,98.57,0.0
698,299,151,1,625.19,0.0
699,300,167,1,39.88,0.0
700,300,88,1,275.21,0.1
701,300,116,1,862.37,0.0
702,301,86,1,443.6,0.1
703,302,35,3,425.48,0.1
704,302,74,1,171.2,0.0
705,302,139,1,835.42,0.0
706,302,178,1,563.12,0.05
707,302,167,1,39.88,0.0
708,303,258,1,626.09,0.0
709,304,25,1,282.92,0.0
710,304,233,1,82.49,0.0
711,304,110,1,52.92,0.0
712,304,271,1,756.22,0.1
713,305,293,1,709.48,0.0
714,305,105,1,375.87,0.0
715,305,16,1,245.66,0.0
716,306,94,1,514.73,0.0
717,306,274,2,528.78,0.1
718,306,181,2,37.18,0.0
719,306,5,1,503.34,0.0
720,307,210,1,177.09,0.05
721,307,116,1,862.37,0.1
722,307,52,1,12.48,0.1
723,308,246,1,574.84,0.0
724,308,204,1,578.66,0.0
725,309,193,1,351.11,0.0
726,309,175,1,600.57,0.0
727,310,175,1,600.57,0.0
728,310,120,2,146.96,0.05
729,311,149,3,382.77,0.0
730,311,142,1,717.32,0.0
731,311,235,1,370.09,0.0
732,312,267,1,253.7,0.0
733,313,299,1,725.08,0.0
734,313,38,2,364.99,0.0
735,314,298,1,238.39,0.15
736,314,169,2,458.05,0.1
737,314,106,1,150.04,0.1
738,314,201,-1,567.68,0.0
739,315,223,2,57.85,0.0
740,316,173,1,587.7,0.15
741,317,296,1,361.73,0.0
742,317,218,3,127.17,0.0
743,318,276,2,341.21,0.1
744,318,7,2,357.42,0.05
745,318,203,1,431.09,0.05
746,319,294,-1,141.94,0.0
747,320,31,1,976.57,0.0
748,321,168,1,649.6,0.0
749,322,272,1,5.69,0.0
750,322,226,1,211.98,0.05
751,322,206,1,612.54,0.0
752,322,31,1,976.57,0.05
753,322,221,1,704.75,0.05
754,323,123,1,840.94,0.0
755,323,60,1,148.68,0.0
756,323,22,1,205.71,0.1
757,324,279,1,226.81,0.2
758,324,210,1,177.09,0.15
759,324,267,1,253.7,0.1
760,324,212,1,445.65,0.15
761,325,154,1,115.68,0.0
762,325,64,1,29.71,0.05
763,326,215,1,501.1,0.0
764,327,271,2,756.22,0.0
765,327,109,3,59.23,0.0
766,328,2,1,807.37,0.0
767,328,143,3,421.93,0.0
768,328,164,2,446.58,0.0
769,329,252,1,274.43,0.0
770,330,139,2,835.42,0.1
771,330,157,3,701.5,0.0
772,330,34,1,399.8,0.0
773,330,184,3,278.4,0.0
774,331,49,1,850.7,0.0
775,331,58,3,87.55,0.0
776,331,215,3,501.1,0.0
777,332,135,1,550.83,0.1
778,332,120,2,146.96,0.05
779,332,183,1,942.96,0.0
780,332,144,1,299.76,0.0
781,332,140,1,500.02,0.0
782,333,159,1,818.3,0.05
783,333,142,1,717.32,0.0
784,333,286,1,47.93,0.05
785,334,254,2,286.86,0.1
786,334,8,1,295.82,0.15
787,335,27,1,686.85,0.0
788,335,51,1,863.34,0.0
789,336,78,2,213.82,0.0
790,337,185,1,582.19,0.2
791,338,31,1,976.57,0.0
792,339,237,1,335.88,0.1
793,340,195,1,132.26,0.05
794,341,130,1,454.11,0.15
795,342,281,2,146.98,0.2
796,342,4,1,17.97,0.0
797,343,74,1,171.2,0.0
798,344,9,1,66.57,0.0
799,345,94,1,514.73,0.05
800,346,154,1,115.68,0.0
801,346,69,1,274.11,0.0
802,346,300,1,133.29,0.0
803,347,275,1,82.62,0.1
804,348,212,1,445.65,0.0
805,348,264,1,16.2,0.0
806,348,31,3,976.57,0.0
807,349,286,-1,47.93,0.2
808,349,17,1,953.82,0.05
809,350,271,3,756.22,0.1
810,350,104,1,957.31,0.2
811,351,224,1,23.12,0.15
812,352,141,1,251.45,0.0
813,352,87,1,564.0,0.0
814,353,107,2,963.92,0.0
815,354,207,1,518.71,0.0
816,354,2,1,807.37,0.0
817,354,47,1,513.39,0.0
818,355,72,1,286.08,0.0
819,355,298,1,238.39,0.15
820,355,236,1,55.21,0.05
821,356,281,1,146.98,0.2
822,356,21,1,614.24,0.15
823,356,264,1,16.2,0.0
824,356,50,1,240.1,0.0
826,357,294,3,141.94,0.0
827,358,105,1,375.87,0.0
828,359,129,1,492.47,0.15
829,359,208,1,260.07,0.0
830,360,277,3,437.32,0.05
831,360,71,1,362.18,0.0
832,360,148,3,304.48,0.0
833,361,255,1,249.2,0.0
834,361,117,2,567.69,0.0
835,361,211,1,943.9,0.2
836,361,233,1,82.49,0.0
837,362,60,1,148.68,0.15
838,363,204,1,578.66,0.0
839,363,89,1,247.06,0.0
840,363,28,1,749.19,0.0
841,364,66,1,447.18,0.2
842,365,136,3,974.39,0.05
843,365,220,1,475.38,0.0
844,365,133,1,479.79,0.05
845,366,154,1,115.68,0.2
846,366,46,1,397.56,0.0
847,366,105,3,375.87,0.0
848,366,133,1,479.79,0.0
849,366,252,-1,274.43,0.0
850,367,94,1,514.73,0.2
851,367,215,1,501.1,0.0
852,367,205,3,367.74,0.1
853,368,139,2,835.42,0.0
854,368,42,1,328.75,0.0
855,369,156,1,372.8,0.0
856,369,75,1,299.66,0.0
857,369,108,1,378.75,0.0
858,370,222,2,264.61,0.05
859,371,205,1,367.74,0.0
860,372,101,1,488.42,0.0
861,372,128,1,686.4,0.05
862,373,258,2,626.09,0.05
863,373,142,1,717.32,0.0
864,374,51,2,863.34,0.2
865,375,96,1,682.77,0.0
866,376,123,1,840.94,0.0
867,376,259,1,533.22,0.2
868,377,26,1,259.69,0.1
869,377,7,1,357.42,0.15
870,378,239,2,517.8,0.0
871,378,54,2,679.71,0.1
872,378,80,2,166.05,0.15
873,379,239,2,517.8,0.0
874,379,5,1,503.34,0.0
875,380,12,1,156.75,0.0
